2025-07-30 12:05:05,119 INFO    MainThread:2088854 [wandb_setup.py:_flush():68] Current SDK version is 0.19.6
2025-07-30 12:05:05,137 INFO    MainThread:2088854 [wandb_setup.py:_flush():68] Configure stats pid to 2088854
2025-07-30 12:05:05,137 INFO    MainThread:2088854 [wandb_setup.py:_flush():68] Loading settings from /home/alexort/.config/wandb/settings
2025-07-30 12:05:05,138 INFO    MainThread:2088854 [wandb_setup.py:_flush():68] Loading settings from /home/alexort/foundational_possum/wandb/settings
2025-07-30 12:05:05,138 INFO    MainThread:2088854 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-07-30 12:05:05,138 INFO    MainThread:2088854 [wandb_init.py:setup_run_log_directory():637] Logging user logs to /home/alexort/foundational_possum/wandb/offline-run-20250730_120504-n7xd8uxi/logs/debug.log
2025-07-30 12:05:05,138 INFO    MainThread:2088854 [wandb_init.py:setup_run_log_directory():638] Logging internal logs to /home/alexort/foundational_possum/wandb/offline-run-20250730_120504-n7xd8uxi/logs/debug-internal.log
2025-07-30 12:05:05,138 INFO    MainThread:2088854 [wandb_init.py:init():756] calling init triggers
2025-07-30 12:05:05,138 INFO    MainThread:2088854 [wandb_init.py:init():761] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-07-30 12:05:05,138 INFO    MainThread:2088854 [wandb_init.py:init():789] starting backend
2025-07-30 12:05:05,345 INFO    MainThread:2088854 [wandb_init.py:init():793] sending inform_init request
2025-07-30 12:05:05,363 INFO    MainThread:2088854 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-07-30 12:05:05,363 INFO    MainThread:2088854 [wandb_init.py:init():808] backend started and connected
2025-07-30 12:05:05,365 INFO    MainThread:2088854 [wandb_init.py:init():901] updated telemetry
2025-07-30 12:05:05,593 INFO    MainThread:2088854 [wandb_init.py:init():936] communicating run to backend with 90.0 second timeout
2025-07-30 12:05:07,477 INFO    MainThread:2088854 [wandb_init.py:init():994] starting run threads in backend
2025-07-30 12:05:07,535 INFO    MainThread:2088854 [wandb_run.py:_console_start():2385] atexit reg
2025-07-30 12:05:07,535 INFO    MainThread:2088854 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2025-07-30 12:05:07,535 INFO    MainThread:2088854 [wandb_run.py:_redirect():2300] Wrapping output streams.
2025-07-30 12:05:07,535 INFO    MainThread:2088854 [wandb_run.py:_redirect():2325] Redirects installed.
2025-07-30 12:05:07,542 INFO    MainThread:2088854 [wandb_init.py:init():1036] run started, returning control to user process
2025-07-30 12:05:07,577 WARNING MsgRouterThr:2088854 [router.py:message_loop():75] message_loop has been closed
